Kata,Klasifikasi
Jakarta,PROPN
(,PUNCT
GMR,PROPN
),PUNCT
dan,CCONJ
sebaliknya,ADV
.,PUNCT
Dari,ADP
seluruh,DET
lahan,NOUN
yang,PRON
ada,VERB
di,ADP
Kabupaten,PROPN
Buton,PROPN
",",PUNCT
42,NUM
",",PUNCT
08,NUM
%,SYM
digunakan,VERB
untuk,ADP
usaha,NOUN
pertanian,NOUN
.,PUNCT
Namun,ADV
hubungan,NOUN
kedua,NUM
kakak,NOUN
beradik,NOUN
itu,DET
masih,ADV
akur,ADJ
",",PUNCT
mereka,PRON
sering,ADV
menghabiskan,VERB
waktu,NOUN
bersama,VERB
.,PUNCT
Bagi,ADP
orang,NOUN
yang,PRON
meminjam,VERB
uang,NOUN
dari,ADP
bank,NOUN
(,PUNCT
debitur,NOUN
),PUNCT
",",PUNCT
inflasi,NOUN
menguntungkan,VERB
",",PUNCT
karena,SCONJ
pada,ADP
saat,NOUN
pembayaran,NOUN
utang,NOUN
kepada,ADP
kreditur,NOUN
",",PUNCT
nilai,NOUN
uang,NOUN
lebih,ADV
rendah,ADJ
dibandingkan,VERB
pada,ADP
saat,NOUN
meminjam,VERB
.,PUNCT
HTC,PROPN
awalnya,ADV
hanya,ADV
memproduksi,VERB
telepon,NOUN
pintar,NOUN
(,PUNCT
smartphone,PROPN
),PUNCT
yang,PRON
berbasis,VERB
perangkat,NOUN
lunak,ADJ
Windows,PROPN
Mobile,PROPN
",",PUNCT
namun,CCONJ
sejak,ADP
2009,NUM
mulai,VERB
mengalihkan,VERB
fokusnya,_
fokus,NOUN
nya,PRON
ke,ADP
sistem,NOUN
operasi,NOUN
Android,PROPN
.,PUNCT
Pengalaman-pengalamannya,_
Pengalaman-pengalaman,NOUN
nya,PRON
ini,DET
dicatatnya,_
dicatat,VERB
nya,PRON
dalam,ADP
bukunya,_
buku,NOUN
nya,PRON
yang,PRON
terbit,VERB
pada,ADP
1981,NUM
",",PUNCT
Prisoner,PROPN
Without,PROPN
a,PROPN
Name,PROPN
",",PUNCT
Cell,PROPN
Without,PROPN
a,PROPN
Number,PROPN
(,PUNCT
Penjara,PROPN
yang,PRON
Tak,PART
Bernama,PROPN
",",PUNCT
dan,CCONJ
Sel,PROPN
yang,PRON
Tak,PART
Bernomor,PROPN
),PUNCT
.,PUNCT
Perusahaan,NOUN
ini,DET
selalu,ADV
menulinya,_
menuli,VERB
nya,PRON
dalam,ADP
huruf,NOUN
besar,ADJ
",",PUNCT
ALSTOM,PROPN
",",PUNCT
meskipun,SCONJ
bukan,PART
akronim,NOUN
.,PUNCT
Sebuah,DET
stasiun,NOUN
pengisian,NOUN
bahan,NOUN
bakar,NOUN
baru,ADJ
dikonstruksikan,VERB
di,ADP
bagian,NOUN
utara,NOUN
pintu,NOUN
masuk,VERB
bandar,NOUN
udara,NOUN
",",PUNCT
di,ADP
sebelah,ADP
persimpangan,NOUN
A696,PROPN
.,PUNCT
Pekerjaan,PROPN
akan,AUX
dimulai,VERB
pada,ADP
musim,NOUN
panas,ADJ
2007,NUM
Bandar,PROPN
Udara,PROPN
Newcastle,PROPN
terhubung,VERB
dengan,ADP
Newcastle,PROPN
(,PUNCT
22,NUM
menit,NOUN
),PUNCT
dan,CCONJ
Sunderland,PROPN
(,PUNCT
55,NUM
menit,NOUN
),PUNCT
oleh,ADP
layanan,NOUN
Tyne,PROPN
and,X
Wear,PROPN
Metro,PROPN
.,PUNCT
Karena,ADP
itu,PRON
",",PUNCT
dokter,NOUN
lebih,ADV
suka,VERB
menggunakan,VERB
istilah,NOUN
"""",PUNCT
tumor,NOUN
otak,NOUN
"""",PUNCT
daripada,ADP
"""",PUNCT
kanker,NOUN
otak,NOUN
.,PUNCT
"""",PUNCT
Jadi,ADV
Aleksander,PROPN
memblokade,VERB
dan,CCONJ
mengepung,VERB
Tyre,PROPN
selama,ADP
tujuh,NUM
bulan,NOUN
.,PUNCT
Lot,PROPN
Kala,PROPN
merupakan,VERB
salah,ADJ
satu,NUM
kelurahan,NOUN
yang,PRON
ada,VERB
di,ADP
kecamatan,NOUN
Kebayakan,PROPN
",",PUNCT
Kabupaten,PROPN
Aceh,PROPN
Tengah,PROPN
",",PUNCT
provinsi,PROPN
Aceh,PROPN
",",PUNCT
Indonesia,PROPN
.,PUNCT
Hits,PROPN
singel,NOUN
dalam,ADP
album,NOUN
ini,DET
adalah,AUX
Ijinkan,VERB
Aku,PRON
Menyayangimu,_
Menyayangi,VERB
mu,PRON
dijadikan,VERB
lagu,NOUN
tema,NOUN
sinetron,NOUN
Cincin,PROPN
.,PUNCT
Istana,NOUN
berada,VERB
di,ADP
kawasan,NOUN
tertutup,VERB
yang,PRON
dikelilingi,VERB
tembok,NOUN
.,PUNCT
Selama,ADP
November,PROPN
2011,NUM
",",PUNCT
Paramount,PROPN
merilis,VERB
sebuah,DET
permainan,NOUN
film,NOUN
Facebook,PROPN
dalam,ADP
rangka,NOUN
untuk,SCONJ
mempromosikannya,_
mempromosikan,VERB
nya,PRON
.,PUNCT
Sama,ADJ
halnya,_
hal,NOUN
nya,PRON
dengan,ADP
rangkaian,NOUN
KRL,PROPN
Ekonomi,PROPN
AC,PROPN
",",PUNCT
KRL,PROPN
Ekonomi,PROPN
untuk,SCONJ
mencapai,VERB
tujuan,NOUN
di,ADP
Stasiun,PROPN
Jakarta,PROPN
Kota,PROPN
membutuhkan,VERB
waktu,NOUN
antara,ADP
55,NUM
-,PUNCT
65,NUM
menit,NOUN
melalui,VERB
jalur,NOUN
Stasiun,PROPN
Pasar,PROPN
Senen,PROPN
.,PUNCT
Raden,PROPN
Wijaya,PROPN
yang,PRON
sebelumnya,ADV
telah,AUX
memiliki,VERB
dua,NUM
orang,NOUN
istri,NOUN
putri,PROPN
Kertanagara,PROPN
",",PUNCT
kemudian,ADV
menjadikan,VERB
Dara,PROPN
Petak,PROPN
sebagai,ADP
Stri,PROPN
Tinuheng,PROPN
Pura,PROPN
",",PUNCT
atau,CCONJ
"""",PUNCT
istri,NOUN
yang,PRON
dituakan,VERB
di,ADP
istana,NOUN
"""",PUNCT
.,PUNCT
Isiah,PROPN
Thomas,PROPN
(,PUNCT
),PUNCT
adalah,AUX
pemain,NOUN
bola,NOUN
basket,NOUN
professional,ADJ
Amerika,PROPN
Serikat,PROPN
terdahulu,ADJ
yang,PRON
bermain,VERB
di,ADP
NBA,PROPN
",",PUNCT
dan,CCONJ
sekarang,ADV
menjabat,VERB
sebagai,ADP
pelatih,NOUN
kepala,ADJ
dan,CCONJ
presiden,NOUN
operasional,ADJ
untuk,ADP
klub,NOUN
NBA,PROPN
New,PROPN
York,PROPN
Knicks,PROPN
.,PUNCT
Pendekatan,NOUN
ini,DET
merupakan,VERB
kunci,NOUN
dalam,ADP
pengelolaan,NOUN
sebuah,DET
institusi,NOUN
perguruan,NOUN
tinggi,ADJ
.,PUNCT
Sampang,PROPN
adalah,AUX
desa,NOUN
di,ADP
kecamatan,PROPN
Karangkobar,PROPN
",",PUNCT
Banjarnegara,PROPN
",",PUNCT
Jawa,PROPN
Tengah,PROPN
",",PUNCT
Indonesia,PROPN
.,PUNCT
Bunga,NOUN
Mawar,PROPN
adalah,AUX
nama,NOUN
desa,NOUN
di,ADP
wilayah,NOUN
Kecamatan,PROPN
Pulau,PROPN
Petak,PROPN
",",PUNCT
Kabupaten,PROPN
Kapuas,PROPN
",",PUNCT
Provinsi,PROPN
Kalimantan,PROPN
Tengah,PROPN
",",PUNCT
Indonesia,PROPN
.,PUNCT
Raja,PROPN
Manise,PROPN
beranak,VERB
2,NUM
:,PUNCT
Turnip,PROPN
Dolok,PROPN
dan,CCONJ
Turnip,PROPN
Toruan,PROPN
.,PUNCT
Memetika,PROPN
pada,ADP
umumnya,ADV
mengadopsi,VERB
konsep,NOUN
dari,ADP
teori,NOUN
evolusi,NOUN
(,PUNCT
khususnya,ADP
populasi,NOUN
genetik,NOUN
),PUNCT
dan,CCONJ
mengaplikasikannya,VERB
pada,ADP
kebudayaan,NOUN
manusia,NOUN
.,PUNCT
Beberapa,DET
dari,ADP
dokumen,NOUN
tersebut,DET
masih,ADV
tersimpan,VERB
dalam,ADP
status,NOUN
diklasifikasikan,VERB
sebagai,ADP
rahasia,NOUN
.,PUNCT
Monofisit,PROPN
melihat,VERB
bahwa,SCONJ
tabiat,NOUN
yang,PRON
Yesus,PROPN
miliki,VERB
hanyalah,_
hanya,ADV
lah,PART
tabiat,NOUN
tabiat,NOUN
yang,PRON
satu,ADJ
dan,CCONJ
kudus,ADJ
(,PUNCT
ilahi,NOUN
),PUNCT
.,PUNCT
Terdapat,VERB
sebuah,DET
papan,NOUN
peringatan,NOUN
untuk,SCONJ
tidak,PART
merusak,VERB
dan,CCONJ
melindungi,VERB
peningalan,NOUN
purbakala,NOUN
ini,DET
yang,PRON
ketika,ADP
itu,PRON
masih,ADV
memakai,VERB
memomentum,ADP
Ordonantie,PROPN
Stbl,PROPN
1931,NUM
-,PUNCT
238,NUM
sebelum,SCONJ
diterbitkan,VERB
UU,PROPN
No,PROPN
.,PUNCT
5,NUM
tahun,NOUN
1992,NUM
tentang,ADP
benda,NOUN
cagar,CCONJ
budaya,NOUN
Pantai,PROPN
Pasir,PROPN
Putih,PROPN
adalah,AUX
pantai,NOUN
yang,PRON
terletak,VERB
di,ADP
pelabuhan,NOUN
Pulau,NOUN
Panjang,NOUN
bagian,NOUN
Utara,PROPN
mempunyai,VERB
pantai,NOUN
sepanjang,ADP
1,NUM
Km,NOUN
",",PUNCT
termasuk,VERB
bibir,NOUN
pantai,NOUN
yang,PRON
dipakai,VERB
pemukiman,NOUN
warga,NOUN
setempat,ADJ
",",PUNCT
batas,NOUN
pantai,NOUN
ini,DET
dari,ADP
Pagedongan,PROPN
samapai,ADP
Pantai,PROPN
Muneer,PROPN
.,PUNCT
Setelah,ADP
suaminya,_
suami,NOUN
nya,PRON
menjadi,VERB
Buddha,PROPN
dan,CCONJ
mendirikan,VERB
Sangha,PROPN
(,PUNCT
komunitas,NOUN
persaudaraan,NOUN
para,DET
biksu,NOUN
dan,CCONJ
biksuni,NOUN
),PUNCT
",",PUNCT
dia,PRON
juga,ADV
ikut,VERB
memasuki,VERB
Sangha,PROPN
(,PUNCT
menjadi,VERB
seorang,DET
biksuni,NOUN
),PUNCT
dan,CCONJ
mencapai,VERB
tingkat,NOUN
kesucian,NOUN
Arahat,PROPN
.,PUNCT
Quagliuzzo,PROPN
pada,ADP
tahun,NOUN
2004,NUM
",",PUNCT
memiliki,VERB
penduduk,NOUN
sebesar,ADP
333,NUM
jiwa,NOUN
.,PUNCT
Muara,PROPN
Benangaq,PROPN
adalah,AUX
salah,ADJ
satu,NUM
kampung,NOUN
di,ADP
kecamatan,PROPN
Melak,PROPN
",",PUNCT
Kutai,PROPN
Barat,PROPN
",",PUNCT
Kalimantan,PROPN
Timur,PROPN
",",PUNCT
Indonesia,PROPN
.,PUNCT
Salad,PROPN
adalah,AUX
bagian,NOUN
penting,ADJ
dalam,ADP
masakan,NOUN
Perancis,PROPN
.,PUNCT
Pada,ADP
umumnya,NOUN
suhu,NOUN
yang,PRON
optimal,ADJ
untuk,ADP
pertumbuhan,NOUN
jamur,NOUN
tiram,NOUN
",",PUNCT
dibedakan,VERB
dalam,ADP
dua,NUM
fase,NOUN
yaitu,ADP
fase,NOUN
inkubasi,NOUN
yang,PRON
memerlukan,VERB
suhu,NOUN
udara,NOUN
berkisar,VERB
antara,ADP
22,NUM
-,PUNCT
28,NUM
OC,NOUN
dengan,ADP
kelembapan,NOUN
60,NUM
-,PUNCT
70,NUM
%,SYM
dan,CCONJ
fase,NOUN
pembentukan,NOUN
tubuh,NOUN
buah,NOUN
memerlukan,VERB
suhu,NOUN
udara,NOUN
antara,ADP
16,NUM
-,PUNCT
22,NUM
OC,NOUN
.,PUNCT
Tingkat,NOUN
keasaman,NOUN
media,NOUN
juga,ADV
sangat,ADV
berpengaruh,VERB
terhadap,ADP
pertumbuhan,NOUN
jamur,NOUN
tiram,NOUN
.,PUNCT
Bocah,PROPN
Turkana,PROPN
diklasifikasikan,VERB
mungkin,ADV
sebagai,ADP
Homo,PROPN
erectus,PROPN
atau,CCONJ
mungkin,ADV
Homo,PROPN
ergaster,PROPN
.,PUNCT
Beras,NOUN
merah,ADJ
dari,ADP
Hailing,PROPN
akan,AUX
memenuhi,VERB
gudang-gudang,NOUN
kita,PRON
dan,CCONJ
begitu,DET
bendera-bendera,NOUN
kuning,ADJ
berkibar,VERB
di,ADP
tepi,NOUN
Sungai,PROPN
Yangtze,PROPN
",",PUNCT
seberapa,ADV
jauh,ADJ
restorasi,NOUN
akan,AUX
berlangsung,VERB
?,PUNCT
Namun,ADV
upaya,NOUN
menyelenggarakan,VERB
PERKINO,PROPN
II,NUM
tetap,ADV
dilakukan,VERB
.,PUNCT
Ia,PRON
sempat,ADV
pula,ADV
manggung,VERB
di,ADP
Jakarta,PROPN
International,PROPN
Java,PROPN
Jazz,PROPN
Festival,PROPN
2005,NUM
di,ADP
Plenary,PROPN
Hall,PROPN
",",PUNCT
Jakarta,PROPN
Convention,PROPN
Center,PROPN
.,PUNCT
Upacara,NOUN
penutupan,NOUN
dimulai,VERB
pada,ADP
pukul,NOUN
20,NUM
:,PUNCT
00,NUM
waktu,NOUN
setempat,ADJ
(,PUNCT
UTC,PROPN
+,SYM
8,NUM
),PUNCT
pada,ADP
24,NUM
Agustus,PROPN
2008,NUM
.,PUNCT
Project,PROPN
",",PUNCT
Buono,PROPN
!,PUNCT
",",PUNCT
menampilkan,VERB
Airi,PROPN
Suzuki,PROPN
",",PUNCT
Miyabi,PROPN
Natsuyaki,PROPN
",",PUNCT
Momoko,PROPN
Tsugunaga,PROPN
sebagai,SCONJ
penampil,VERB
utama,ADJ
dan,CCONJ
Maimi,PROPN
Yajima,PROPN
dan,CCONJ
Chisato,PROPN
Okai,PROPN
sebagai,ADP
karakter,NOUN
latar,ADJ
pada,ADP
musik,NOUN
video,NOUN
lagu,NOUN
ini,DET
.,PUNCT
Altruisme,PROPN
dapat,AUX
dibedakan,VERB
dengan,ADP
perasaan,NOUN
loyalitas,NOUN
dan,CCONJ
kewajiban,NOUN
.,PUNCT
Makanan,NOUN
beruang,NOUN
dipantau,VERB
di,ADP
Taman,PROPN
Nasional,PROPN
Yushan,PROPN
",",PUNCT
termasuk,VERB
tumbuhan,NOUN
sukulen,NOUN
di,ADP
musim,NOUN
semi,NOUN
",",PUNCT
buah-buahan,NOUN
lembut,NOUN
kaya,ADJ
karbohidrat,NOUN
di,ADP
musim,NOUN
panas,ADJ
",",PUNCT
dan,CCONJ
makanan,NOUN
penuh,ADJ
lemak,NOUN
(,PUNCT
misalnya,NOUN
",",PUNCT
buah,NOUN
ek,NOUN
dan,CCONJ
walnut,NOUN
),PUNCT
di,ADP
musim,NOUN
gugur,NOUN
atau,CCONJ
musim,NOUN
dingin,ADJ
.,PUNCT
Dari,ADP
hasil,NOUN
pernikahan,NOUN
keduanya,_
kedua,ADJ
nya,PRON
",",PUNCT
Desy,PROPN
dikarunia,VERB
seorang,DET
anak,NOUN
",",PUNCT
Nasywa,PROPN
Nathania,PROPN
Hamzah,PROPN
(,PUNCT
lahir,VERB
21,NUM
Juli,PROPN
2002,NUM
),PUNCT
.,PUNCT
Istrinya,_
Istri,NOUN
nya,PRON
tercinta,ADJ
",",PUNCT
Maria,PROPN
Alexandrovna,PROPN
",",PUNCT
punya,VERB
masalah,NOUN
dengan,ADP
paru-parunya,_
paru-paru,NOUN
nya,PRON
yang,PRON
mengawali,VERB
kematiannya,_
kematian,NOUN
nya,PRON
dan,CCONJ
membuyarkan,VERB
ikatan,NOUN
keluarga,NOUN
.,PUNCT
Serial,NOUN
drama,NOUN
ini,DET
dibintangi,VERB
Shota,PROPN
Matsuda,PROPN
",",PUNCT
Katsumi,PROPN
Takahashi,PROPN
",",PUNCT
Riko,PROPN
Narumi,PROPN
",",PUNCT
Yuki,PROPN
Uchida,PROPN
",",PUNCT
dan,CCONJ
Satomi,PROPN
Kobayashi,PROPN
.,PUNCT
Granting,PROPN
adalah,AUX
desa,NOUN
di,ADP
kecamatan,NOUN
Jogonalan,PROPN
",",PUNCT
Klaten,PROPN
",",PUNCT
Jawa,PROPN
Tengah,PROPN
",",PUNCT
Indonesia,PROPN
.,PUNCT
Musa,PROPN
bertanya,VERB
Samiri,PROPN
",",PUNCT
seperti,SCONJ
diceritakan,VERB
dalam,ADP
al-Quran,PROPN
:,PUNCT
``,PUNCT
Berkata,VERB
Musa,PROPN
;,PUNCT
apakah,_
apa,ADV
kah,PART
yang,PRON
mendorongmu,ADV
berbuat,VERB
demikian,PRON
Samiri,PROPN
?,PUNCT
Kota,NOUN
ini,DET
juga,ADV
merupakan,VERB
sebuah,DET
pusat,NOUN
jaringan,NOUN
besar,ADJ
kereta,NOUN
api,NOUN
.,PUNCT
Dari,SCONJ
1929,NUM
hingga,SCONJ
1933,NUM
",",PUNCT
Weizsäcker,PROPN
belajar,VERB
fisika,NOUN
",",PUNCT
matematika,NOUN
dan,CCONJ
astronomi,NOUN
di,ADP
Berlin,PROPN
",",PUNCT
Göttingen,PROPN
dan,CCONJ
Leipzig,PROPN
di,ADP
bawah,NOUN
bimbingan,NOUN
dan,CCONJ
dengan,SCONJ
bekerja,VERB
sama,ADJ
antara,ADP
lain,ADJ
dengan,ADP
Werner,PROPN
Heisenberg,PROPN
dan,CCONJ
Niels,PROPN
Bohr,PROPN
.,PUNCT
Pembimbing,PROPN
disertasinya,NOUN
adalah,AUX
Friedrich,PROPN
Hund,PROPN
.,PUNCT
Minat,PROPN
khususnya,ADJ
sebagai,ADP
seorang,DET
peneliti,NOUN
muda,ADJ
adalah,AUX
energi,NOUN
ikat,NOUN
dari,ADP
inti,NOUN
atom,NOUN
",",PUNCT
dan,CCONJ
proses,NOUN
nuklir,NOUN
di,ADP
bintang-bintang,NOUN
.,PUNCT
Pada,ADP
tahun,NOUN
1994,NUM
",",PUNCT
John,PROPN
Stockton,PROPN
menyamai,VERB
rekor,NOUN
yang,PRON
assist,ADJ
yang,PRON
dipegang,VERB
oleh,ADP
legenda,NOUN
NBA,PROPN
",",PUNCT
Bob,PROPN
Cousy,PROPN
",",PUNCT
sedangkkan,SCONJ
Karl,PROPN
Malone,PROPN
menembus,VERB
perolehan,NOUN
skor,NOUN
sebanyak,ADP
19.000,NUM
angka,NOUN
.,PUNCT
Siapakah,_
Siapa,PRON
kah,PART
yang,PRON
berhasil,VERB
memenangkan,VERB
cinta,NOUN
Nayla,PROPN
?,PUNCT
Elinor,PROPN
memperingatkan,VERB
Marianne,PROPN
untuk,SCONJ
menjaga,VERB
sikapnya,_
sikap,NOUN
nya,PRON
pada,ADP
Mr,PROPN
.,PUNCT
Willoughby,PROPN
",",PUNCT
tapi,CCONJ
Marianne,PROPN
menolak,VERB
untuk,SCONJ
memeriksa,VERB
kembali,VERB
perasaannya,_
perasaan,NOUN
nya,PRON
",",PUNCT
tidak,PART
percaya,VERB
bahwa,SCONJ
ada,VERB
kesalahan,NOUN
.,PUNCT
Ia,PRON
kemudian,ADV
lulus,VERB
dari,ADP
tim,NOUN
junior,ADJ
pada,ADP
tahun,NOUN
1995,NUM
pada,ADP
usia,NOUN
19,NUM
tahun,NOUN
.,PUNCT
Gwanghwamun,PROPN
dibangun,VERB
pada,ADP
tahun,NOUN
1395,NUM
untuk,SCONJ
menandai,VERB
berdirinya,_
berdiri,VERB
nya,DET
Dinasti,PROPN
Joseon,PROPN
.,PUNCT
Ia,PRON
lulus,VERB
pada,ADP
jenjang,NOUN
pertama,ADJ
hukum,NOUN
di,ADP
Universitas,PROPN
Gottingen,PROPN
tahun,NOUN
1971,NUM
",",PUNCT
sebelum,SCONJ
akhirnya,ADV
mendapat,VERB
kualifikasi,NOUN
pengacara,NOUN
pada,ADP
tahun,NOUN
1976,NUM
.,PUNCT
Rajek,PROPN
adalah,AUX
desa,NOUN
di,ADP
kecamatan,PROPN
Godong,PROPN
",",PUNCT
Grobogan,PROPN
",",PUNCT
Jawa,PROPN
Tengah,PROPN
",",PUNCT
Indonesia,PROPN
.,PUNCT
Kemiringan,NOUN
lereng,NOUN
Kabupaten,PROPN
Tojo,PROPN
Una-una,PROPN
dapat,AUX
diklasifikasikan,VERB
sebagai,ADP
berikut,NOUN
:,PUNCT
Kabupaten,PROPN
Tojo,PROPN
Una-una,PROPN
dipengaruhi,VERB
oleh,ADP
dua,NUM
musim,NOUN
yang,PRON
tetap,VERB
",",PUNCT
yakni,SCONJ
Musim,NOUN
Barat,NOUN
dan,CCONJ
Musim,NOUN
Timur,PROPN
dengan,ADP
iklim,NOUN
tropis,ADJ
",",PUNCT
curah,NOUN
hujan,NOUN
berkisar,VERB
1.200,NUM
-,PUNCT
4.100,NUM
mm,NOUN
/,PUNCT
tahun,NOUN
dan,CCONJ
temperaturnya,_
temperatur,NOUN
nya,PRON
berkisar,VERB
17,NUM
–,PUNCT
33º,NUM
C,PROPN
",",PUNCT
sedangkan,SCONJ
kelembaban,NOUN
udara,NOUN
antara,ADP
74,NUM
%,SYM
-,PUNCT
82,NUM
%,SYM
dan,CCONJ
kecepatan,NOUN
angin,NOUN
berkisar,VERB
3,NUM
-,PUNCT
6,NUM
knot,NOUN
.,PUNCT
Dahulu,PROPN
Sasaran,PROPN
merupakan,VERB
lokasi,NOUN
perkantoran,NOUN
Kabupaten,PROPN
Minahasa,PROPN
sebelum,ADP
pemekaran,NOUN
(,PUNCT
Minahasa,PROPN
sudah,AUX
dimekarkan,VERB
menjadi,VERB
4,NUM
Kabupaten,NOUN
yaitu,ADP
:,PUNCT
Minahasa,PROPN
(,PUNCT
induk,NOUN
),PUNCT
",",PUNCT
Minahasa,PROPN
Utara,PROPN
(,PUNCT
Airmadidi,PROPN
),PUNCT
",",PUNCT
Minahasa,PROPN
Tenggara,PROPN
(,PUNCT
Ratahan,PROPN
),PUNCT
",",PUNCT
Minahasa,PROPN
Selatan,PROPN
(,PUNCT
Amurang,PROPN
),PUNCT
",",PUNCT
dan,CCONJ
Kota,PROPN
Tomohon,PROPN
.,PUNCT
Pandanwangi,PROPN
adalah,AUX
desa,NOUN
yang,PRON
berada,VERB
di,ADP
Kecamatan,PROPN
Soko,PROPN
",",PUNCT
Kabupaten,PROPN
Tuban,PROPN
",",PUNCT
Jawa,PROPN
Timur,PROPN
",",PUNCT
Indonesia,PROPN
.,PUNCT
Motif,PROPN
Sida,PROPN
Luhur,PROPN
(,PUNCT
dibaca,VERB
Sido,PROPN
Luhur,PROPN
),PUNCT
bermakna,VERB
harapan,NOUN
untuk,SCONJ
mencapai,VERB
kedudukan,NOUN
yang,PRON
tinggi,ADJ
",",PUNCT
dan,CCONJ
dapat,AUX
menjadi,VERB
panutan,NOUN
masyarakat,NOUN
.,PUNCT
Batu,PROPN
Bedulang,PROPN
merupakan,VERB
salah,ADJ
satu,NUM
gampong,NOUN
yang,PRON
ada,VERB
di,ADP
kecamatan,PROPN
Tamiang,PROPN
Hulu,PROPN
",",PUNCT
Kabupaten,PROPN
Aceh,PROPN
Tamiang,PROPN
",",PUNCT
provinsi,PROPN
Aceh,PROPN
",",PUNCT
Indonesia,PROPN
.,PUNCT
Menurut,ADP
Lukas,NOUN
",",PUNCT
Yesus,PROPN
adalah,AUX
keturunan,NOUN
Raja,PROPN
Daud,PROPN
melalui,ADP
anaknya,_
anak,NOUN
nya,PRON
yang,PRON
bernama,VERB
Natan,PROPN
.,PUNCT
``,PUNCT
Jadi,CCONJ
",",PUNCT
apakah,_
apa,ADV
kah,PART
Ia,PRON
berbicara,VERB
secara,ADP
rahasia,ADJ
kepada,ADP
seorang,DET
perempuan,NOUN
",",PUNCT
dan,CCONJ
bukan,PART
kepada,ADP
kita,PRON
",",PUNCT
dan,CCONJ
bukan,PART
secara,ADV
terbuka,ADJ
?,PUNCT
Kenapa,ADV
limbahnya,_
limbah,NOUN
nya,PRON
menjadi,VERB
tanggung,NOUN
jawab,NOUN
masyarakat,NOUN
?,PUNCT
Kalimat,NOUN
ini,DET
juga,ADV
dipakai,VERB
sebagai,ADP
contoh,NOUN
sampai,ADP
serumit,ADJ
manakah,_
mana,ADV
kah,PART
suatu,DET
bahasa,NOUN
bisa,AUX
terbentuk,VERB
namun,CCONJ
tetap,ADV
benar,ADJ
secara,ADP
sintaksis,NOUN
.,PUNCT
Ia,PRON
terutama,ADV
dikenal,VERB
karena,SCONJ
menyederhanakan,VERB
empat,NUM
lapisan,NOUN
nuftah,NOUN
Karl,PROPN
Ernst,PROPN
von,PROPN
Baer,PROPN
menjadi,VERB
tiga,NUM
:,PUNCT
ektoderma,PROPN
",",PUNCT
mesoderma,PROPN
",",PUNCT
dan,CCONJ
endoderma,PROPN
.,PUNCT
Setelah,ADP
jamuan,NOUN
makan,NOUN
berakhir,VERB
",",PUNCT
tuan,NOUN
rumah,NOUN
meminta,VERB
diri,PRON
beberapa,DET
saat,NOUN
untuk,SCONJ
menyelesaikan,VERB
pembayaran,NOUN
.,PUNCT
Organisme,NOUN
mikroaerofil,NOUN
adalah,AUX
suatu,DET
tipe,NOUN
organisme,NOUN
yang,PRON
membutuhkan,VERB
oksigen,NOUN
untuk,ADP
tetapi,CCONJ
dalam,ADP
jumlah,NOUN
yang,PRON
lebih,ADV
sedikit,ADV
daripada,ADP
kadar,NOUN
di,ADP
atmosfer,NOUN
bumi,NOUN
(,PUNCT
yang,PRON
memiliki,VERB
konsentrasi,NOUN
oksigen,NOUN
~,PUNCT
20,NUM
%,SYM
),PUNCT
.,PUNCT
Contoh,NOUN
organisme,NOUN
ini,DET
adalah,AUX
Borrelia,PROPN
burgdorferi,PROPN
",",PUNCT
spesies,NOUN
dari,ADP
bakteri,NOUN
spirochaete,PROPN
yang,PRON
memnyebabkan,VERB
penyakit,NOUN
Lyme,PROPN
(,PUNCT
Lyme,PROPN
disease,PROPN
),PUNCT
pada,ADP
manusia,NOUN
",",PUNCT
dan,CCONJ
Helicobacter,PROPN
pylori,PROPN
",",PUNCT
spesies,NOUN
proteobacteria,PROPN
yang,PRON
dianggap,VERB
menyebabkan,VERB
tukak,NOUN
pada,ADP
saluran,NOUN
pencernaan,NOUN
(,PUNCT
peptic,PROPN
ulcer,PROPN
),PUNCT
dan,CCONJ
beberapa,DET
jenis,NOUN
gastritis,NOUN
(,PUNCT
peradangan,NOUN
lambung,NOUN
",",PUNCT
yang,PRON
sering,ADV
dikenal,VERB
dengan,ADP
sebutan,NOUN
maag,NOUN
),PUNCT
.,PUNCT
Setelah,ADV
sempat,VERB
tertunda,VERB
selama,ADP
lima,NUM
belas,NUM
tahun,NOUN
",",PUNCT
akhirnya,ADV
album,NOUN
CHINESE,PROPN
DEMOCRACY,PROPN
dirilis,VERB
juga,ADV
meski,ADV
hanya,ADV
secara,ADV
eksklusif,ADJ
lewat,ADP
Best,PROPN
Buy,PROPN
.,PUNCT
Lalu,SCONJ
setelah,ADV
mengendap,VERB
selama,ADP
itu,PRON
di,ADP
studio,NOUN
apa,PRON
sebenarnya,ADV
yang,PRON
akan,AUX
ditawarkan,VERB
Axl,PROPN
Rose,PROPN
yang,PRON
notabene,NOUN
tinggal,VERB
satu-satunya,_
satu-satu,NUM
nya,DET
personel,NOUN
awal,ADJ
Guns,PROPN
N,PROPN
Roses,PROPN
?,PUNCT
Hadiah,PROPN
yang,PRON
biasa,ADV
diterima,VERB
oleh,ADP
para,DET
kompetitor,NOUN
X,PROPN
Games,PROPN
misalnya,ADP
emas,NOUN
",",PUNCT
perak,NOUN
",",PUNCT
perunggu,NOUN
",",PUNCT
maupun,CCONJ
koin,NOUN
.,PUNCT
Pada,ADP
1813,NUM
",",PUNCT
Simón,PROPN
Bolívar,PROPN
