text,label,pisah_hashtag&kata
"klo sy gub, tanah sm airnya sy ngambil diperjalanan darat menuju renc IKN aja...ngapain repot2 bw2 dipesawat....toh ga ada test lab juga....",negative,"klo sy gub, tanah sm airnya sy ngambil diperjalanan darat menuju renc IKN aja...ngapain repot2 bw2 dipesawat....toh ga ada test lab juga...."
"ngelawan climate change di indonesia nurut aku cuman mimpi, sorry to say. krn yg di lawan bos² besar itu, yg punya kuasa atas pejabat & rules. konon katanya di kalimantan itu ada gajah borneo, entah skrang apalagi stlah ada IKN, mungkin si gajah itu tinggal mitos blaka",negative,"ngelawan climate change di indonesia nurut aku cuman mimpi, sorry to say. krn yg di lawan bos² besar itu, yg punya kuasa atas pejabat & rules. konon katanya di kalimantan itu ada gajah borneo, entah skrang apalagi stlah ada IKN, mungkin si gajah itu tinggal mitos blaka"
Siapa yang minta 3 periode? Jokowi? Coba tunjukkan link beritanya. UU IKN faktanya PD juga setuju. Jokowi masih 2 tahun lagi menjabat mana mungkin pra power syndrom. Tapi yang jelas penggantinya bukan AHY.,negative,Siapa yang minta 3 periode? Jokowi? Coba tunjukkan link beritanya. UU IKN faktanya PD juga setuju. Jokowi masih 2 tahun lagi menjabat mana mungkin pra power syndrom. Tapi yang jelas penggantinya bukan AHY.
BSD City cabang IKN,negative,BSD City cabang IKN
Numpang boker di IKN,negative,Numpang boker di IKN
Please undang juga dia.. Kasihan... Diakan juga gubernur... Nanti konpres... Bilang dia tdk akan menghadiri undangan bkn karena tdk diundang tp tdk setuju ada ikn kayak e...,negative,Please undang juga dia.. Kasihan... Diakan juga gubernur... Nanti konpres... Bilang dia tdk akan menghadiri undangan bkn karena tdk diundang tp tdk setuju ada ikn kayak e...
Wapres nggak diajak doa di titik 0 IKN?,negative,Wapres nggak diajak doa di titik 0 IKN?
"Dibuat bego oleh orang bego .. dibodoh2in oleh orang bodoh .. kemana gelar akademik, jabatan, ngaku lulusan s1 s2 s3 bahkan profesor kok masih bodoh disuruh klenik kayak gitu .. IKN ikatan klenik nusantara ?",negative,"Dibuat bego oleh orang bego .. dibodoh2in oleh orang bodoh .. kemana gelar akademik, jabatan, ngaku lulusan s1 s2 s3 bahkan profesor kok masih bodoh disuruh klenik kayak gitu .. IKN ikatan klenik nusantara ?"
Nanti kalau ada apa2 di IKN tinggal di telusuri apa ada gubernur yg bawa tanah sengketa dari daerahnya,negative,Nanti kalau ada apa2 di IKN tinggal di telusuri apa ada gubernur yg bawa tanah sengketa dari daerahnya
Klo yg kritik ikn itu sebutannya kadrun... mungkin 90% kadrun semua... iya ga sich,negative,Klo yg kritik ikn itu sebutannya kadrun... mungkin 90% kadrun semua... iya ga sich
Bakal kena sial nih IKN..,negative,Bakal kena sial nih IKN..
apakah karna IKN lebih urgen?,negative,apakah karna IKN lebih urgen?
"Yaaa...udah elo kenapa ngga cepetan minggat ke IKN sekarang juga ngapain loe masih di sini, biar ngerasain...panasnya udara IkN gw sihh...ogahhh...",negative,"Yaaa...udah elo kenapa ngga cepetan minggat ke IKN sekarang juga ngapain loe masih di sini, biar ngerasain...panasnya udara IkN gw sihh...ogahhh..."
"Sama² kita tunggu akhirnya ya bong, apa IKN ini lancar pembangunannya ato mangkrak. Berumur panjang ato berumur pendek. Wallahu'alam.",negative,"Sama² kita tunggu akhirnya ya bong, apa IKN ini lancar pembangunannya ato mangkrak. Berumur panjang ato berumur pendek. Wallahu'alam."
"Iyo fokus pada topik. 
Kelangkaan minyak goreng, harga2 baik, adalah salah satu bukti saja bahwa pemerintahan skr mengurus kebutuhan dasar saja gagal. Namun halusinasinya malah yg aneh2. 
Penundaan Pemilu, 3 periode, IKN. 
Uruslah rakyat atau jika tak mampu lebih baik mundur.",negative,"Iyo fokus pada topik. 
Kelangkaan minyak goreng, harga2 baik, adalah salah satu bukti saja bahwa pemerintahan skr mengurus kebutuhan dasar saja gagal. Namun halusinasinya malah yg aneh2. 
Penundaan Pemilu, 3 periode, IKN. 
Uruslah rakyat atau jika tak mampu lebih baik mundur."
Memercayai bahwa tanah dari stiap provinsi disatukan akn mnjdikan ikn kokoh..baca di media berita lain.. yg mngulas mksudnya tsb..SYIRIK,negative,Memercayai bahwa tanah dari stiap provinsi disatukan akn mnjdikan ikn kokoh..baca di media berita lain.. yg mngulas mksudnya tsb..SYIRIK
"oh yg kemah di IKN itu pada reramean? gubernur2 jg pd datang? semakin merasa kurang nyaman, sdh mulai bnyak org. kl jd IKN beneran jd beneran banyak orang. jiwa introvertku meronta2.",negative,"oh yg kemah di IKN itu pada reramean? gubernur2 jg pd datang? semakin merasa kurang nyaman, sdh mulai bnyak org. kl jd IKN beneran jd beneran banyak orang. jiwa introvertku meronta2."
UUDNRI Tahun 1945 utk melindungi rakyat menuju rakyat yg sejahtera bukan ytk mendirikan IKN  ? Jadi yg akan lindungi rakyat siapa ?? untuk apa kita bernegara ??,negative,UUDNRI Tahun 1945 utk melindungi rakyat menuju rakyat yg sejahtera bukan ytk mendirikan IKN  ? Jadi yg akan lindungi rakyat siapa ?? untuk apa kita bernegara ??
Mantapp... sindirannya   lagi pulak ngapain jg ada acara begituan di IKN...,negative,Mantapp... sindirannya   lagi pulak ngapain jg ada acara begituan di IKN...
"Presiden aja kemping demi IKN Nusantara. Urg jigana kudu kemping oge di parkiran griya, demi minyak goreng 2 liter.",negative,"Presiden aja kemping demi IKN Nusantara. Urg jigana kudu kemping oge di parkiran griya, demi minyak goreng 2 liter."
"Klo ad yg meriang pak JKW berkemah di IKN, dipastikan itu adalah org"" yg ngg senang dan hatinya tambah rusak",negative,"Klo ad yg meriang pak JKW berkemah di IKN, dipastikan itu adalah org"" yg ngg senang dan hatinya tambah rusak"
"Tau  kita IKN  dibangun buat kepentingan  oligarki,
Hayyaaa,,,kebohongan apa lagi yg di sembunyikan",negative,"Tau  kita IKN  dibangun buat kepentingan  oligarki,
Hayyaaa,,,kebohongan apa lagi yg di sembunyikan"
"#DemiIKNRakyatDiabaikan 
#DemiIKNRakyatDiabaikan 

Mungkin saja ada yang pwnting dari kemah dilokasi calon ikn.
Tapi kalaupun dibelakangkan tdk akan darurat.
Tapi permasalahan nasional yang jelas menjadi tugas pemerintah menyangkut hak rakyat, ini akan menjadi blunder nasional..!",negative,"#Demi IKNRakyat Diabaikan 
#Demi IKNRakyat Diabaikan 

Mungkin saja ada yang pwnting dari kemah dilokasi calon ikn.
Tapi kalaupun dibelakangkan tdk akan darurat.
Tapi permasalahan nasional yang jelas menjadi tugas pemerintah menyangkut hak rakyat, ini akan menjadi blunder nasional..!"
"Ini yang pada ke IKN dah pada pake sunscreen belum, terik di sana wq wq wq",negative,"Ini yang pada ke IKN dah pada pake sunscreen belum, terik di sana wq wq wq"
Mestinya gak diajak ke ikn,negative,Mestinya gak diajak ke ikn
"IKN standar internasional ya pak.

Btw  disana ada minyak goreng gak ya.
Atau susah nyari, harus ngantri juga pak spt di kota2 lainnya...?",negative,"IKN standar internasional ya pak.

Btw  disana ada minyak goreng gak ya.
Atau susah nyari, harus ngantri juga pak spt di kota2 lainnya...?"
"Harus nya bpk 
@Jokowi
 memutuskan sebelum kunjungan ke IKN dong ...
Pernyataan ini seolah2 justeru mengabaikan kepentingan Rakyat banyak ... 
#MikirSambilNgupil",negative,"Harus nya bpk 
@Jokowi
 memutuskan sebelum kunjungan ke IKN dong ...
Pernyataan ini seolah2 justeru mengabaikan kepentingan Rakyat banyak ... 
#Mikir Sambil Ngupil"
"Provinsi mah satuan politik administratif. Gak pas buat ritual kultural. Kalo mau ya pake satuan kultural yang rada deket: kabupaten. Jadi ntar ada 514 kendi. Biar ntar itu IKN isinya kendi semua.

IKN. Instalasi Kendi Nasional.",negative,"Provinsi mah satuan politik administratif. Gak pas buat ritual kultural. Kalo mau ya pake satuan kultural yang rada deket: kabupaten. Jadi ntar ada 514 kendi. Biar ntar itu IKN isinya kendi semua.

IKN. Instalasi Kendi Nasional."
bawain tanah dr pemakaman aja lbh bagus ...biar para penggagas IKN inget mati,negative,bawain tanah dr pemakaman aja lbh bagus ...biar para penggagas IKN inget mati
"Kalo kereta cepat Jkt - IKN, itu sangat rasional. Lha, yg ini .....?",negative,"Kalo kereta cepat Jkt - IKN, itu sangat rasional. Lha, yg ini .....?"
"Apakah IKN 
 Perlu karena audah Ada UUnya 
 Tetlebih bagi pihak  yg di untungkan 
Tapi kata rmak emak 
lebih perlu  minyak goremg tak ngantri dan tak mahal",negative,"Apakah IKN 
 Perlu karena audah Ada UUnya 
 Tetlebih bagi pihak  yg di untungkan 
Tapi kata rmak emak 
lebih perlu  minyak goremg tak ngantri dan tak mahal"
"Saya berharap pak 
@aniesbaswedan
 air nya pake air kali Ciliwung... biar IKN ikutan ada gen banjir nya",negative,"Saya berharap pak 
@aniesbaswedan
 air nya pake air kali Ciliwung... biar IKN ikutan ada gen banjir nya"
sebenarnya ga jd masalah IKN itu di wujudkan asal jgn pakai utang krn utang RI udah sangat menumpuk....,negative,sebenarnya ga jd masalah IKN itu di wujudkan asal jgn pakai utang krn utang RI udah sangat menumpuk....
"Dulu jg ad ritual mandi kembang mobil Esemka, alhasil mobil Esemka jadi ghoib. Nah sekarang ritual IKN, mungkinkah akan menjadi ghoib jg?",negative,"Dulu jg ad ritual mandi kembang mobil Esemka, alhasil mobil Esemka jadi ghoib. Nah sekarang ritual IKN, mungkinkah akan menjadi ghoib jg?"
"Presiden dan kaki-tangannya fokus Pembangunan IKN dan pemekaran yang membutuhkan dana besar. Harga pangan dan minyak goreng naik dimana-mana ini membuktikan bahwa perekonomian Indonesia sedang diperkeruh oleh penguasa, semoga ini bukan skenario untuk menundukkan PEMILU.",negative,"Presiden dan kaki-tangannya fokus Pembangunan IKN dan pemekaran yang membutuhkan dana besar. Harga pangan dan minyak goreng naik dimana-mana ini membuktikan bahwa perekonomian Indonesia sedang diperkeruh oleh penguasa, semoga ini bukan skenario untuk menundukkan PEMILU."
Kehinaan Apalagi yang diperoleh bangsa ini setelah ritual IKN?,negative,Kehinaan Apalagi yang diperoleh bangsa ini setelah ritual IKN?
"ikn mah gak ada ampun lg buat lu Jok 
@jokowi
 ... siap2 aeee!",negative,"ikn mah gak ada ampun lg buat lu Jok 
@jokowi
 ... siap2 aeee!"
"Nah.. Apa ora dipikir ya son, kok malah ngumpulke kendi, opo meh digosok gosok ben metu bandung bondowoso IKN dadi sedino..",negative,"Nah.. Apa ora dipikir ya son, kok malah ngumpulke kendi, opo meh digosok gosok ben metu bandung bondowoso IKN dadi sedino.."
"RK bawa tanah dan air ke IKN: musyrik! Blablabla! 

Anies bawah tanah dan air ke IKN: Cerdas! Sindiran keras bawa tanah dari kampung aquarium!

Kan.... Intinya sama-sama bawa",negative,"RK bawa tanah dan air ke IKN: musyrik! Blablabla! 

Anies bawah tanah dan air ke IKN: Cerdas! Sindiran keras bawa tanah dari kampung aquarium!

Kan.... Intinya sama-sama bawa"
"Agenda berikutnya adalah : 
Menunda Pemilu dan
Pindah IKN,
Sambil turun naik, tarik ulur masalah Covid 19.

Diklaim sudah 110 juta rakyat setuju Pemilu diundur ?",negative,"Agenda berikutnya adalah : 
Menunda Pemilu dan
Pindah IKN,
Sambil turun naik, tarik ulur masalah Covid 19.

Diklaim sudah 110 juta rakyat setuju Pemilu diundur ?"
"Ohhh...ternyata 
@bumnbersatu
  masih ada keinginan agar ada estafet kepemimpinan yg salah.. sorry masalah IKN sepenuhnya ha perogatif Presiden Jokowi, yg lain lewat.",negative,"Ohhh...ternyata 
@bumnbersatu
  masih ada keinginan agar ada estafet kepemimpinan yg salah.. sorry masalah IKN sepenuhnya ha perogatif Presiden Jokowi, yg lain lewat."
"Wah bakal kaya mobil asemka, nasib IKN",negative,"Wah bakal kaya mobil asemka, nasib IKN"
"Presiden nge-camp di lahan IKN melakukan rituak kendi nusantara.

Menag launch logo halal baru yg mirip wayang.

Wayang dan ritual kendi identik dg Jawa. Padahal Indonesia ga cuma Jawa.

Kalimantan dijadikan IKN katanya untuk mengurangi jawa sentris, tp pakenya ritual jawa.",negative,"Presiden nge-camp di lahan IKN melakukan rituak kendi nusantara.

Menag launch logo halal baru yg mirip wayang.

Wayang dan ritual kendi identik dg Jawa. Padahal Indonesia ga cuma Jawa.

Kalimantan dijadikan IKN katanya untuk mengurangi jawa sentris, tp pakenya ritual jawa."
"Ekonomi nyungsep, hutang pemerintah mengunung, kurs dollar dari 9rb-an menjadi 15rb-an dan terbaru dan trending topic, ngurus minyak goreng kacau

INI LEBIH PENTING DARI IKN.

#TolakPenundaanPemilu2024
#TolakPenundaanPemilu2024
#TolakPenundaanPemilu2024",negative,"Ekonomi nyungsep, hutang pemerintah mengunung, kurs dollar dari 9rb-an menjadi 15rb-an dan terbaru dan trending topic, ngurus minyak goreng kacau

INI LEBIH PENTING DARI IKN.

#Tolak Penundaan Pemilu2024
#Tolak Penundaan Pemilu2024
#Tolak Penundaan Pemilu2024"
"Kalau calon kedepan berani lantang ""Tunda atau stop pembangunan IKN karena boros anggaran, langkah sbg kepala negara fokus untuk memperbaiki nilai harga dan menaikan perekonomian rakyat baik itu sektor pertanian, perikanan, perkebunan dan perindustrian"" 
Pasti Banyak yg mendukung",negative,"Kalau calon kedepan berani lantang ""Tunda atau stop pembangunan IKN karena boros anggaran, langkah sbg kepala negara fokus untuk memperbaiki nilai harga dan menaikan perekonomian rakyat baik itu sektor pertanian, perikanan, perkebunan dan perindustrian"" 
Pasti Banyak yg mendukung"
Yaqin IKN gak mangkrak??,negative,Yaqin IKN gak mangkrak??
Udahlah yg jadi kepala IKN bukan orang dayak,negative,Udahlah yg jadi kepala IKN bukan orang dayak
"Ga tau ini wewenang sapa, tp 
@DKIJakarta
 @DishubDKI_JKT
 pernah tempuh jalur UP-IISIP kah saban pagi? Jembatan U itu berubah fungsi jadi penyebab utama bikin macet..cc 
@aniesbaswedan
 yg lg di IKN",negative,"Ga tau ini wewenang sapa, tp 
@DKIJakarta
 @DishubDKI_JKT
 pernah tempuh jalur UP-IISIP kah saban pagi? Jembatan U itu berubah fungsi jadi penyebab utama bikin macet..cc 
@aniesbaswedan
 yg lg di IKN"
"Saya cinta Budaya Indonesia,..
Tapi tah knapa akhir2 ini pemerintahnya makin Lebay,,mulai dari yg terbesar,gedung IKN bentuk burung garuda,,sampek hal receh label halal di paksa ke bentuk wayang.Besok2 apalagi,masjid harus bentuk Candi mungkin?",negative,"Saya cinta Budaya Indonesia,..
Tapi tah knapa akhir2 ini pemerintahnya makin Lebay,,mulai dari yg terbesar,gedung IKN bentuk burung garuda,,sampek hal receh label halal di paksa ke bentuk wayang.Besok2 apalagi,masjid harus bentuk Candi mungkin?"
IKN nya jadi hilang ato ghoib ya om? kayak Esemka jd mobil ghoib. Ya bagus lha...jadi anggarannya bisa di pake utk bantu rakyat yg lg kesusahan,negative,IKN nya jadi hilang ato ghoib ya om? kayak Esemka jd mobil ghoib. Ya bagus lha...jadi anggarannya bisa di pake utk bantu rakyat yg lg kesusahan
menurut kami sih buat apa pake acara ritual ky gitu.apa manpaatnya dan paedahnya u.rakyatnya yg ada hanya membuang waktu..coba berpikir waras coba berpikir keadaan rakyat sekarang lgi pda susah membangun ikn dananya dari mana jgn sampai menggadaikan aset3di negara..,negative,menurut kami sih buat apa pake acara ritual ky gitu.apa manpaatnya dan paedahnya u.rakyatnya yg ada hanya membuang waktu..coba berpikir waras coba berpikir keadaan rakyat sekarang lgi pda susah membangun ikn dananya dari mana jgn sampai menggadaikan aset3di negara..
"Cara2 Klenik diandalkan, ketika logika IKN tidak bisa masuk akal bagi investor asing seperti Softbank. Mungkin dgn cara ini Softbank bisa berubah pikiran",negative,"Cara2 Klenik diandalkan, ketika logika IKN tidak bisa masuk akal bagi investor asing seperti Softbank. Mungkin dgn cara ini Softbank bisa berubah pikiran"
Semoga Ular Suzaul aqro..pada datang ke IKN...,negative,Semoga Ular Suzaul aqro..pada datang ke IKN...
"kajian amdalnya belum tp sudah ditetapkan, IKN urgen banget yaaa",negative,"kajian amdalnya belum tp sudah ditetapkan, IKN urgen banget yaaa"
"Sudah banyak analis ekonom yg bilang jangan dipaksakan. Ujungnya semua bakal ketahuan. IKN itu pekerjaan petualangan pemburu fee hutang yg memanfaatkan kebijakan penguasa.

Hanya project fee yg dikejar. Manfaat bagi Indonesia? Sembunyi di balik kata legacy",negative,"Sudah banyak analis ekonom yg bilang jangan dipaksakan. Ujungnya semua bakal ketahuan. IKN itu pekerjaan petualangan pemburu fee hutang yg memanfaatkan kebijakan penguasa.

Hanya project fee yg dikejar. Manfaat bagi Indonesia? Sembunyi di balik kata legacy"
Bukan ga peduli Mpu. Tapi pemerintah memikirkan apa yg prioritas di saat negara terancam krisis. Soal perbukuan jelas kurang penting dibanding membangun IKN.,negative,Bukan ga peduli Mpu. Tapi pemerintah memikirkan apa yg prioritas di saat negara terancam krisis. Soal perbukuan jelas kurang penting dibanding membangun IKN.
"""Fokus pada harus, bukan yang ingin"". Apakah ini maksudnya budget yg ada utk PEN terlebih dulu? sebaliknya, bukan utk bangun IKN (yg dlm berita media msh harus cari investor sana sini lg)?",negative,"""Fokus pada harus, bukan yang ingin"". Apakah ini maksudnya budget yg ada utk PEN terlebih dulu? sebaliknya, bukan utk bangun IKN (yg dlm berita media msh harus cari investor sana sini lg)?"
"Lha! Apanan Dia Mah, Nganu Kan?

#DemiIKNRakyatDiabaikan
#IKN_IkatanKlenikNusantara",negative,"Lha! Apanan Dia Mah, Nganu Kan?

#Demi IKNRakyat Diabaikan
#IKN_Ikatan Klenik Nusantara"
"Iyah, Hmm

#DemiIKNRakyatDiabaikan
#IKN_IkatanKlenikNusantara",negative,"Iyah, Hmm

#Demi IKNRakyat Diabaikan
#IKN_Ikatan Klenik Nusantara"
"Hmm lagi ?
#DemiIKNRakyatDiabaikan 
#IKN_IkatanKlenikNusantara",negative,"Hmm lagi ?
#Demi IKNRakyat Diabaikan 
#IKN_Ikatan Klenik Nusantara"
kemaren2 nyinyir2 IKN..... sekarang menaruh harapan dari tanah yg di bawa ke IKN .,negative,kemaren2 nyinyir2 IKN..... sekarang menaruh harapan dari tanah yg di bawa ke IKN .
"Yee si Iyut, kirain gw, lo ikut kemah di IKN...
Bawa air got n tanah lumpur...",negative,"Yee si Iyut, kirain gw, lo ikut kemah di IKN...
Bawa air got n tanah lumpur..."
"pecah kendi itu bkn ritual, itu serangkaian acara dlm pernikahan, yg dilakukan jokowi itu bkn simbol, ngumpulin tanah dan air diseluruh provinsi, ditanam di titik nol IKN, itu perbuatan orang2 yg bodoh, unfaedah. Presiden itu hrs bekerja utk rakyat,digaji utk sejahterakan rakyat",negative,"pecah kendi itu bkn ritual, itu serangkaian acara dlm pernikahan, yg dilakukan jokowi itu bkn simbol, ngumpulin tanah dan air diseluruh provinsi, ditanam di titik nol IKN, itu perbuatan orang2 yg bodoh, unfaedah. Presiden itu hrs bekerja utk rakyat,digaji utk sejahterakan rakyat"
