text,label,text_clean
Tunda ikn jangan tunda pemilu,negative,tunda ikn jangan tunda pemilu
"Menghemat biaya penjara, Pak Febri.
Kan mau bangun IKN dan bayar buzzerRp",negative,menghemat biaya penjara pak febri kan mau bangun ikn dan bayar buzzerrp
Yang diurus cuma IKN dan isu radikal kebutuhan pokok masyarakat di abaikan,negative,yang diurus cuma ikn dan isu radikal kebutuhan pokok masyarakat di abaikan
"Ngurus migor aja kelimpungan mo bahas IKN.
Eling pak eling, utamakan kepentingan pokok masyarakat dripda ambisimu.",negative,ngurus migor aja kelimpungan mo bahas ikn eling pak eling utamakan kepentingan pokok masyarakat dripda ambisimu
"Mana suara Dayak ketika IKN yg menakhodai jg orang Jawa..
Kl gw jd dayak lebih tersinggung, krn seolah2 dianggap gak mampu, dibanding dengan julukan tempat jin buang anak ini lebih menohok.",negative,mana suara dayak ketika ikn yg menakhodai jg orang jawa kl gw jd dayak lebih tersinggung krn seolah dianggap gak mampu dibanding dengan julukan tempat jin buang anak ini lebih menohok
"Harap maklum bang, jadi sales dan buzzerp2 IKN syaratnya cukup ngaku org Kalimantan aja di medsos pdhl aslinya jg makhluk gak jelas",negative,harap maklum bang jadi sales dan buzzerp ikn syaratnya cukup ngaku org kalimantan aja di medsos pdhl aslinya jg makhluk gak jelas
Pemilu ditunda IKN biarkan berjalan yang gak tau arahnya kemana yang penting suka suka dialah biar hatinya seneng apalagi disuap dengan permen Lolipop,negative,pemilu ditunda ikn biarkan berjalan yang gak tau arahnya kemana yang penting suka suka dialah biar hatinya seneng apalagi disuap dengan permen lolipop
"Buat anggaran Pemilu yg jelas2 diamanatkan konstitusi saja susah, ini kok lebih pilih buat IKN yg gak ada dlm konstitusi ? S uraaaa k",negative,buat anggaran pemilu yg jelas diamanatkan konstitusi saja susah ini kok lebih pilih buat ikn yg gak ada dlm konstitusi  uraaaa 
namanya juga IKN - Insya Allah Kalau Nyata,negative,namanya juga ikn - insya allah kalau nyata
"Yo jelas IKN lah yg ditunda, nggak urgent jg.",negative,yo jelas ikn lah yg ditunda nggak urgent jg
"IKN yg harus ditunda, nggak uang uang kok sok sok kan mau bangun IKN",negative,ikn yg harus ditunda nggak uang uang kok sok sok kan mau bangun ikn
Hahaha mindahin IKN boleh ngutang aja belagu ehhh ngutang nya ke Arab lagi nanti di bilang kirdun eh salah Kardun marahhhhhh ehhm susah OD,negative,hahaha mindahin ikn boleh ngutang aja belagu ehhh ngutang nya ke arab lagi nanti di bilang kirdun eh salah kardun marahhhhhh ehhm susah od
Ikn proyek gak jelas...,negative,ikn proyek gak jelas
"Bro IKN dipimpin org jawa bro,emang kalimantan ga ada yg mampu??apa mampunya cm ancam mandor proyek terbang?eh mandau wadidaw",negative,bro ikn dipimpin org jawa bro emang kalimantan ga ada yg mampu apa mampunya cm ancam mandor proyek terbang eh mandau wadidaw
Mus mus ente otak nya montang manting  amat  udah ngerti kenapa ngk setuju IKN di pindah,negative,mus mus ente otak nya montang manting amat udah ngerti kenapa ngk setuju ikn di pindah
"Pemindahan IKN nggak harus dilakukan walau sdh direncanakan jaman VOC sekalipun, karena tidak ada dalam konstitusi negara!
Pemilihan umum harus dilakukan, karena terdapat dalam konstitusi negara.
Ngatur Dana Pembangunan IKN cepet banget diatur, buat pemilu lambat, Mbelgedes!",negative,pemindahan ikn nggak harus dilakukan walau sdh direncanakan jaman voc sekalipun karena tidak ada dalam konstitusi negara pemilihan umum harus dilakukan karena terdapat dalam konstitusi negara ngatur dana pembangunan ikn cepet banget diatur buat pemilu lambat mbelgedes
napsu banget ini pakde.....jadi juga blm IKN.,negative,napsu banget ini pakde jadi juga blm ikn
"sy tuh klo liat design IKN kyk horor gitu.
#tunda IKN",negative,sy tuh klo liat design ikn kyk horor gitu tunda ikn
"batalkan ikn, percepat pemilu.",negative,batalkan ikn percepat pemilu
Kauaknya mereka gamau ikn gantung,negative,kauaknya mereka gamau ikn gantung
"Jangan sesekali berharap banyak pada orang sakit,yang paling tepat bati terlebih dahulu cabut/buang penyakitnya (bersuara lah) percepat pemilu tunda IKN.",negative,jangan sesekali berharap banyak pada orang sakit yang paling tepat bati terlebih dahulu cabutbuang penyakitnya bersuara lah percepat pemilu tunda ikn
"Tak perlu ada IKN, Indonesia g butuh ibukota baru, yg dibutuhkan adalah presiden baru, pemimpin yg berdaulat taat pd konstitusi, Pancasila dan UUD 45",negative,tak perlu ada ikn indonesia  butuh ibukota baru yg dibutuhkan adalah presiden baru pemimpin yg berdaulat taat pd konstitusi pancasila dan uud
"Batalkan IKN,bukan tunda PEMILU",negative,batalkan ikn bukan tunda pemilu
Siapa yg menantikan? Rakyat lagi susah migor langka sembako mahal... eh masih aja mikir ikn.... rezim zalim n media sampah....,negative,siapa yg menantikan rakyat lagi susah migor langka sembako mahal eh masih aja mikir ikn rezim zalim  media sampah
"Kalau pejabatnya peduli dngn rakyat, taat hukum, mengerti konstitusi. Pemilu lbh utama ktimbang IKN. 
Kalau cemas dn takut, akan hal yg akan d alami stlh tdk menjabat. 
Apapun akan d lakukan demi ttp mjabat.",negative,kalau pejabatnya peduli dngn rakyat taat hukum mengerti konstitusi pemilu lbh utama ktimbang ikn kalau cemas dn takut akan hal yg akan  alami stlh tdk menjabat apapun akan  lakukan demi ttp mjabat
Adalah bijak bila elit memikirkan menunda IKN daripada menunda Pemliu 2024.,negative,adalah bijak bila elit memikirkan menunda ikn daripada menunda pemliu
"maka dari itu batalkan saja IKN, gak butuh juga..",negative,maka dari itu batalkan saja ikn gak butuh juga
Jokowi dulu juga gak mau nyopras nyapres...jokowi dulu juga gak mau IKN pake APBN...jokowi dulu juga gak mau hutang keluar negeri dst..... Matamu itu njing...,negative,jokowi dulu juga gak mau nyopras nyapres jokowi dulu juga gak mau ikn pake apbn jokowi dulu juga gak mau hutang keluar negeri dst matamu itu njing
Presiden kemah di titik nol IKN bakal jadi perkemahan teribet dan termahal se indonesia,negative,presiden kemah di titik nol ikn bakal jadi perkemahan teribet dan termahal se indonesia
"Apa penyelenggara negara ini gak miris dan kasihankah liat rkyatnya kek gini ya ?? 
Duit kagak ada mlah IKN yg dikejar tayang. Katanya Kerja.. Kerja... Kerja.. 
Kok hasilnya gini ??",negative,apa penyelenggara negara ini gak miris dan kasihankah liat rkyatnya kek gini ya duit kagak ada mlah ikn yg dikejar tayang katanya kerja kerja kerja kok hasilnya gini
"#SegeraMakzulkanJokowi

#SegeraMakzulkanJokowi 

Bisa jadi demi IKN maka akan ada perpanjangan masa jabatan atau 3 periode.
Proyek IKN Ambisi Rezim.

Indra Kenz Luffy
Martabak Joyboy 
Doni Salmanan #SegeraMakzulkanJokowi",negative,segera makzulkan jokowi segera makzulkan jokowi bisa jadi demi ikn maka akan ada perpanjangan masa jabatan atau  periode proyek ikn ambisi rezim indra kenz luffy martabak joyboy doni salmanan segera makzulkan jokowi
"Tp momen yg tepat bangun IKN?ditanya duit dr mana katanya ada,kok pemilu gk ada duit?Ato bru sadar klu domoet negara kosong?saking bnyk dan enaknya hutang",negative,tp momen yg tepat bangun ikn ditanya duit dr mana katanya ada kok pemilu gk ada duit ato bru sadar klu domoet negara kosong saking bnyk dan enaknya hutang
"Saya Kadaspol sekaligus Komandang Koreng, saya gal setuju IKN! Jokowi mau apa? Mau pecat saya??",negative,saya kadaspol sekaligus komandang koreng saya gal setuju ikn jokowi mau apa mau pecat saya
"Gila bener nih presiden
Disaat rakyat susah,bingung harga sembako naik,dan antri beli minyak goreng eh presiden ya malah berencana KEMAH di IKN Minggu ini #SegeraMakzulkanJokowi",negative,gila bener nih presiden disaat rakyat susah bingung harga sembako naik dan antri beli minyak goreng eh presiden ya malah berencana kemah di ikn minggu ini segera makzulkan jokowi
Menuju INDONESIA MAJU atau INDONESIA MALU???? Mau bikin IKN aja cari utangan.,negative,menuju indonesia maju atau indonesia malu mau bikin ikn aja cari utangan
Yg ditarget 3 priode IKN hanyalah cara spionase utk jalankan tugasnya doang biar woow ternyata busuknya malh tampil duluan,negative,yg ditarget  priode ikn hanyalah cara spionase utk jalankan tugasnya doang biar woow ternyata busuknya malh tampil duluan
"Sederhana,,, rakyat minta murah sandang pangan,,berarti harus tanam padi dan kapas,,bukan jalan tol,,dan IKN,,,gila",negative,sederhana rakyat minta murah sandang pangan berarti harus tanam padi dan kapas bukan jalan tol dan ikn gila
"Gila bener, baru di Indonesia kayak gini terjadi.
Urus minyak goreng aja gak bisa beresin, mau minta 3 periodelah, mau bangun IKN lah, udah gitu Mendagnya kakean alesan, DPR nya mingkem semua.
Udahlah angkat bendera putih aja dan bilang ""Oke sy mundur sekarang juga""",negative,gila bener baru di indonesia kayak gini terjadi urus minyak goreng aja gak bisa beresin mau minta  periodelah mau bangun ikn lah udah gitu mendagnya kakean alesan dpr nya mingkem semua udahlah angkat bendera putih aja dan bilang oke sy mundur sekarang juga
"Niy kyk jaman Soekarno mau jatuh, rakyat antri sembako, dia malah pesta dan resmikan ini itu. Si Nganu malah mikirin kemah di IKN dan Pawai bareng pembalap di Mandalika wkwkwk kayak gini mau 3 periode wkwkwkwk",negative,niy kyk jaman soekarno mau jatuh rakyat antri sembako dia malah pesta dan resmikan ini itu si nganu malah mikirin kemah di ikn dan pawai bareng pembalap di mandalika wkwkwk kayak gini mau  periode wkwkwkwk
"Tenang pak IKN ntr jd bukit algoritma kynya 3 tahun stlh peresmian, atau mungkin bangunan2 jd museum",negative,tenang pak ikn ntr jd bukit algoritma kynya  tahun stlh peresmian atau mungkin bangunan jd museum
"Anggaran 500 t buat ikn setuju tapi anggaran buat demokrasi belum disetujui,lebih penting demokrasi apa ikn!.
Bayangkan biaya untuk memperpanjang oligarki ini akan membesar bahkan bisa dua kali dari biaya pemilu.
Situ sehat 
@DPR_RI
 ???.",negative,anggaran   buat ikn setuju tapi anggaran buat demokrasi belum disetujui lebih penting demokrasi apa ikn bayangkan biaya untuk memperpanjang oligarki ini akan membesar bahkan bisa dua kali dari biaya pemilu situ sehat
"IKN Nusantara,minyak langka",negative,ikn nusantara minyak langka
"Ikn hutan yg baru dibabat, butuh berapa tahun lg baru bisa ditempati",negative,ikn hutan yg baru dibabat butuh berapa tahun lg baru bisa ditempati
iya sih cuma napa juga sampai ngemis mo ngutang ke negeri onta buat pembangunan IKN,negative,iya sih cuma napa juga sampai ngemis mo ngutang ke negeri onta buat pembangunan ikn
Pemimpinnya sibuk mikir IKN,negative,pemimpinnya sibuk mikir ikn
"Gpp ada pangkalan, kalo bisa mah SERANG aja ntu IKN pas mukidi lagi rapat... Bodo amat",negative,gpp ada pangkalan kalo bisa mah serang aja ntu ikn pas mukidi lagi rapat bodo amat
Biaya IKN lebih berharga daripada Pemiluuu yaaa!!!,negative,biaya ikn lebih berharga daripada pemiluuu yaaa
"Artinya nafsu bangun IKN sebetulnya spt ""si Miskin berkhayal bangun Istana..terus cari utangan ke sana ke mari""",negative,artinya nafsu bangun ikn sebetulnya spt si miskin berkhayal bangun istana terus cari utangan ke sana ke mari
"waspada dan tetap tingkatkankritis terhadap kebijakan penguasa yg ugal-ugalan,sangat mungkin penguasa tak bermoral sedang menghimpun dana untuk IKN melalui oligarki yg ikut ambil bagian proyek IKN.karena kami rasakan hargaharga melonjak naik semua dana segar dihimpun tersembunyi?",negative,waspada dan tetap tingkatkankritis terhadap kebijakan penguasa yg ugal-ugalan sangat mungkin penguasa tak bermoral sedang menghimpun dana untuk ikn melalui oligarki yg ikut ambil bagian proyek iknkarena kami rasakan hargaharga melonjak naik semua dana segar dihimpun tersembunyi
Apakah akan bernasib sama dg bandara kerta jati yg mangkrak proyek ikn ini.,negative,apakah akan bernasib sama dg bandara kerta jati yg mangkrak proyek ikn ini
"Nah....
Setuju banget

IKN adalah ego
Krn dilakukan saat ekonomi penuh tekanan",negative,nah setuju banget ikn adalah ego krn dilakukan saat ekonomi penuh tekanan
"Biar opung gak digebukin cina,,,kalau IKN mangkrak,habislah opung!",negative,biar opung gak digebukin cina kalau ikn mangkrak habislah opung
"Alasan penundaan Pemilu karena tidak tersedia dana, sementara untuk TOL dan IKN dihambur-hamburkan uang rakyat dan dengan berhutang. Sementara agenda penting negara dilalaikan dgn sengaja dengan motif ingin memperpanjang kekuasaan maka
#ReferendumTurunkanJokowi harus dilakukan",negative,alasan penundaan pemilu karena tidak tersedia dana sementara untuk tol dan ikn dihambur-hamburkan uang rakyat dan dengan berhutang sementara agenda penting negara dilalaikan dgn sengaja dengan motif ingin memperpanjang kekuasaan maka referendum turunkan jokowi harus dilakukan
"Prof Musni, dg kondisi sprti ini msh mau memperpanjang jabatan presiden dg alasan yg tdk logis? Mslnya krn pandemi, ekonomi blm pulih, dan akhirnya spy lbh logis anggaran dana utk pemilu blm ada, pdhl utk IKN sj mati²an diusahakan sampai² mengemis dan melobi putra pangeran saudi",negative,prof musni dg kondisi sprti ini msh mau memperpanjang jabatan presiden dg alasan yg tdk logis mslnya krn pandemi ekonomi blm pulih dan akhirnya spy lbh logis anggaran dana utk pemilu blm ada pdhl utk ikn sj matian diusahakan sampai mengemis dan melobi putra pangeran saudi
"Pengurus negaranya lg  sibuk ngurus Radikal Radikul, IKN, Penundaan pemilu. 
Kewarasan harga mahal di republik ini.",negative,pengurus negaranya lg sibuk ngurus radikal radikul ikn penundaan pemilu kewarasan harga mahal di republik ini
"IKN, Kereta Cepat.....?? eh...lepel lu kaga isyu nasional sih ya...dah lah",negative,ikn kereta cepat eh lepel lu kaga isyu nasional sih ya dah lah
"Minyak goreng aja susah, daging sapi mahal, kedèlai mahal, BBM mau naik, listrik naik....kenapa ngotot bangu IKN?",negative,minyak goreng aja susah daging sapi mahal kedelai mahal bbm mau naik listrik naik kenapa ngotot bangu ikn
"Logikanya gampang, IKN dipaksakan lalu minta tunda pemilu atau bahkan tiga periode.
Kalo gak diperpanjang, masa orang lain yg menikmati duluan. Rugi bandar.",negative,logikanya gampang ikn dipaksakan lalu minta tunda pemilu atau bahkan tiga periode kalo gak diperpanjang masa orang lain yg menikmati duluan rugi bandar
"Anggaran mah kecil, batalkan IKN selesai 10x Pemilu....",negative,anggaran mah kecil batalkan ikn selesai  pemilu
"Tau yg bikin Alam marah sama Indo? Proyek IKN, Sirkuit2, proyek Lapindo, dmbl",negative,tau yg bikin alam marah sama indo proyek ikn sirkuit proyek lapindo dmbl
Pemilu diatur konstitusi. IKN hanya ambisi. Penting mana APBN untuk pelaksanaan Pemilu atau untuk IKN ? Dahulukan yg wajib atau yg tidak wajib ?,negative,pemilu diatur konstitusi ikn hanya ambisi penting mana apbn untuk pelaksanaan pemilu atau untuk ikn dahulukan yg wajib atau yg tidak wajib
"Maklum boss,pakan ternak mahal,,, pajak naik,,,untuk IKN",negative,maklum boss pakan ternak mahal pajak naik untuk ikn
"Minyak, sembako pak... IKN ntar aja pak habis kiamat",negative,minyak sembako pak ikn ntar aja pak habis kiamat
Paling buat pembangunan IKN,negative,paling buat pembangunan ikn
"Rakyat nggak butuh IKN sirkuit mandalika, formula e, direktur direktur dari perempuan, sementara beli minyak goreng aja antri berkilo-kilo",negative,rakyat nggak butuh ikn sirkuit mandalika formula  direktur direktur dari perempuan sementara beli minyak goreng aja antri berkilo-kilo
"Mantan NAPI ko, namun IKN kn krpentingan oligarki dn cukong",negative,mantan napi ko namun ikn kn krpentingan oligarki dn cukong
"OBOR one belt one road,
Proyek besar cina,,dan IKN harus selesai dgn cara apapun,,LBP bakal jdi sasaran kalo sampai IKN mangkrak,,makanya ngotot tunda pemilu/jokopids 3 periode",negative,obor one belt one road proyek besar cina dan ikn harus selesai dgn cara apapun lbp bakal jdi sasaran kalo sampai ikn mangkrak makanya ngotot tunda pemilujokopids  periode
"Merk sepatu, isi sembako, merek minyak, sebutin pohon yang ditebang buat jadi IKN",negative,merk sepatu isi sembako merek minyak sebutin pohon yang ditebang buat jadi ikn
IKN ygtdk ada dana dipaksa paksa kok ini pemilu sesuai uud justru ditunda,negative,ikn ygtdk ada dana dipaksa paksa kok ini pemilu sesuai uud justru ditunda
IKN dalam jangkauan ketapel musuh,negative,ikn dalam jangkauan ketapel musuh
Tapi LBP jadi sales IKN ke Arab lho bang....macam apa pula kamsudnya itu...,negative,tapi lbp jadi sales ikn ke arab lho bang macam apa pula kamsudnya itu
"Skenario yg digaungkan ke publik oleh 
@jokowi
 :
1) Duitnya utk IKN 
2) Duitnya utk KA Cepat
3) Duitnya utk beli vaksin
4) Duitnya utk pemulihan ekonomi.

Saat 2 thn lagi Pilpres, skenarionya:
1). Duit tidak ada 
@KPU_ID
 nangis Bombay
2). Pilkada, Pileg dan Pilpres ditunda",negative,skenario yg digaungkan ke publik oleh  duitnya utk ikn  duitnya utk ka cepat  duitnya utk beli vaksin  duitnya utk pemulihan ekonomi saat  thn lagi pilpres skenarionya  duit tidak ada nangis bombay  pilkada pileg dan pilpres ditunda
"Kebijakan yg melakaikan skala prioritas  Diotaknya hny IKN, agar dianggap HERO KESIANGAN",negative,kebijakan yg melakaikan skala prioritas diotaknya hny ikn agar dianggap hero kesiangan
Tinggal setop ikn dan kereta cepat,negative,tinggal setop ikn dan kereta cepat
Danae buat IKN pastinya,negative,danae buat ikn pastinya
"Wkwkwk.. Gak usah jd KSP kalau nk gtu. 

PAUD jg bs kalau ngajak2 mah..

True.. Semua Naik.. Dan belum ada solusi konkrit dari Rezim gak jelas ini.. 

Yg dipikirin cm IKN sm tunda pemilu",negative,wkwkwk gak usah jd ksp kalau nk gtu paud jg bs kalau ngajak mah true semua naik dan belum ada solusi konkrit dari rezim gak jelas ini yg dipikirin cm ikn sm tunda pemilu
